family_id	product_id	image_id	image_path
1	61	122	./07640160162588_PIECE_01.jpg
1	61	123	./07640160162595_PIECE_01.jpg
1	62	124	./07640160162601_PIECE_01.jpg
1	62	125	./07640160163394_PIECE_01.jpg
1	63	126	./07640160163400_PIECE_01.jpg
1	63	127	./07640165160312_BOITE_01.jpg
1	64	128	./07640165160329_BOITE_01.jpg
1	64	129	./07640165160336_BOITE_01.jpg
1	65	130	./07640178430228_PIECE_01.jpg
1	65	131	./07640178431515_SET_01.jpg
1	66	132	./07640178432178_PIECE_01.jpg
1	66	133	./07640178433007_PIECE_01.jpg
1	67	134	./07640178433045_SET_01.jpg
1	67	135	./07640178433069_PIECE_01.jpg
1	68	136	./07640178433731_SET_01.jpg
1	68	137	./07640178434295_SET_01.jpg
1	69	138	./07640178436008_PIECE_01.jpg
1	69	139	./07640178436077_PIECE_01.jpg
1	70	140	./08034139290140_PIECE_01.jpg
1	70	141	./08714729755241_PIECE_01.jpg
1	71	142	./10076490462618_BOITE_01.jpg
1	71	143	./10076490462625_BOITE_01.jpg
1	72	144	./10680651901122_PIECE_01.jpg
1	72	145	./10680651901139_PIECE_01.jpg
1	73	146	./10680651901436_PIECE_01.jpg
1	73	147	./10705031003552_PIECE_01.jpg
1	74	148	./10705036013136_PIECE_01.jpg
1	74	149	./10705036013211_PIECE_01.jpg
1	75	150	./10884521104372_PIECE_01.jpg
1	75	151	./10884521196681_PIECE_01.jpg
1	76	152	./10884521214484_PIECE_01.jpg
1	76	153	./10884521214491_PIECE_01.jpg
1	77	154	./10884521214507_PIECE_01.jpg
1	77	155	./10884521517615_PIECE_01.jpg
1	78	156	./10884521517677_PIECE_01.jpg
1	78	157	./10884521521742_PIECE_01.jpg
1	79	158	./10884521713178_PIECE_01.jpg
1	79	159	./10884521713291_PIECE_01.jpg
1	80	160	./10884522006675_PIECE_01.jpg
1	80	161	./10884523000955_PIECE_01.jpg
1	81	162	./10884523003154_PIECE_01.jpg
1	81	163	./10884523003536_PIECE_01.jpg
1	82	164	./10884523003543_PIECE_01.jpg
1	82	165	./10884524000602_PIECE_01.jpg
1	83	166	./10884524000961_PIECE_01.jpg
1	83	167	./10884524001050_PIECE_01.jpg
1	84	168	./10884524001425_PIECE_01.jpg
1	84	169	./10885380062797_PIECE_01.jpg
1	85	170	./14026704198143_PIECE_01.jpg
1	85	171	./14026704198150_PIECE_01.jpg
1	86	172	./17613416035001_PAQUET_01.jpg
1	86	173	./17613416040296_PAQUET_01.jpg
1	87	174	./17613416040647_PAQUET_01.jpg
1	87	175	./17613416040913_PAQUET_01.jpg
1	88	176	./17613416041637_PAQUET_01.jpg
1	88	177	./20680651482475_BOITE_01.jpg
1	89	178	./20884389151263_PAQUET_01.jpg
1	89	179	./20884389151270_PAQUET_01.jpg
1	90	180	./20884522029022_PIECE_01.jpg
1	90	181	./20884523002413_BOITE_01.jpg
1	91	182	./20884523003564_BOITE_01.jpg
1	91	183	./30382903006008_BOITE_01.jpg
1	92	184	./30382903007005_BOITE_01.jpg
1	92	185	./30382903009009_BOITE_01.jpg
1	93	186	./30705031049554_BOITE_01.jpg
1	93	187	./30705031056989_BOITE_01.jpg
1	94	188	./30705031074679_BOITE_01.jpg
1	94	189	./30705031085774_BOITE_01.jpg
1	95	190	./30705031089796_BOITE_01.jpg
1	95	191	./30705031090006_BOITE_01.jpg
1	96	192	./30705031090013_BOITE_01.jpg
1	96	193	./30705031090358_BOITE_01.jpg
1	97	194	./30705031091232_BOITE_01.jpg
1	97	195	./30705031091300_BOITE_01.jpg
1	98	196	./30705031091386_BOITE_01.jpg
1	98	197	./30705031091461_BOITE_01.jpg
1	99	198	./30705031091690_BOITE_01.jpg
1	99	199	./30705031095186_BOITE_01.jpg
1	100	200	./30705031095629_BOITE_01.jpg
1	100	201	./30705031097616_BOITE_01.jpg
1	101	202	./30705031105748_BOITE_01.jpg
1	101	203	./30705031105762_BOITE_01.jpg
1	102	204	./30705031106707_BOITE_01.jpg
1	102	205	./30705031106851_BOITE_01.jpg
1	103	206	./30705031106875_BOITE_01.jpg
1	103	207	./30705031106882_BOITE_01.jpg
1	104	208	./30705031107155_BOITE_01.jpg
1	104	209	./30705031107261_BOITE_01.jpg
1	105	210	./30705031107896_BOITE_01.jpg
1	105	211	./30705031109357_BOITE_01.jpg
1	106	212	./30705031109722_BOITE_01.jpg
1	106	213	./30705031119974_BOITE_01.jpg
1	107	214	./30705031120710_BOITE_01.jpg
1	107	215	./30705031149025_BOITE_01.jpg
1	108	216	./30705031149353_BOITE_01.jpg
1	108	217	./30705031149360_BOITE_01.jpg
1	109	218	./30707387007356_BOITE_01.jpg
1	109	219	./30707387019854_BOITE_01.jpg
1	110	220	./30707387023646_BOITE_01.jpg
1	110	221	./30707387023677_BOITE_01.jpg
1	111	222	./30707387030477_BOITE_01.jpg
1	111	223	./30707387065950_BOITE_01.jpg
1	112	224	./30707387065967_BOITE_01.jpg
1	112	225	./30707387065974_BOITE_01.jpg
1	113	226	./30707387065981_BOITE_01.jpg
1	113	227	./30707387435845_BOITE_01.jpg
1	114	228	./30707387435890_BOITE_01.jpg
1	114	229	./30707837435869_BOITE_01.jpg
1	115	230	./30749756336162_PAQUET_01.jpg
1	115	231	./3700458753004_PIECE_01.jpg
1	116	232	./4250273715606_PIECE_01.jpg
1	116	233	./50707387765854_CARTON_01.jpg
1	117	234	./8429659036079_SET_01.jpg
1	117	235	./974983.jpg
1	118	236	./AMG125.JPG
1	118	237	./CHUV_124072_01.jpg
1	119	238	./CHUV_124540_01.jpg
1	119	239	./CHUV_125600_01.jpg
1	120	240	./CHUV_125611_01.jpg
1	120	241	./CHUV_125623_01.jpg
1	121	242	./CHUV_125635_01.jpg
1	121	243	./CHUV_126585_01.jpg
1	122	244	./CHUV_133619_01.jpg
1	122	245	./CHUV_134004_01.jpg
1	123	246	./CHUV_135320_01.jpg
1	123	247	./CHUV_135732_01.jpg
1	124	248	./CHUV_136293_01.jpg
1	124	249	./CHUV_136347_01.jpg
1	125	250	./CHUV_136359_01.jpg
1	125	251	./CHUV_136384_01.jpg
1	126	252	./CHUV_136669_01.jpg
1	126	253	./CHUV_138009_01.jpg
1	127	254	./CHUV_138010_01.jpg
1	127	255	./CHUV_138502_01.jpg
1	128	256	./CHUV_147023_01.jpg
1	128	257	./CHUV_239093_01.jpg
1	129	258	./CHUV_239094_01.jpg
1	129	259	./CHUV_700125_01.jpg
1	130	260	./CHUV_700198_01.jpg
1	130	261	./CHUV_725458_01.jpg
1	131	262	./CHUV_725913_01.jpg
1	131	263	./CHUV_734013_01.jpg
1	132	264	./CHUV_739708_01.jpg
1	132	265	./CHUV_890653_01.jpg
1	133	266	./CHUV_892494_01.jpg
1	133	267	./CHUV_893094_01.jpg
1	134	268	./CHUV_895579_01.jpg
1	134	269	./CHUV_895583_01.jpg
1	135	270	./CHUV_895584_01.jpg
1	135	271	./CHUV_908583_01.jpg
1	136	272	./CHUV_908586_01.jpg
1	136	273	./CHUV_920607_01.jpg
1	137	274	./CHUV_922656_01.jpg
1	137	275	./CHUV_923969_01.jpg
1	138	276	./CHUV_923970_01.jpg
1	138	277	./CHUV_933464_01.jpg
1	139	278	./CHUV_935562_01.jpg
1	139	279	./CHUV_936491_01.jpg
1	140	280	./CHUV_936499_01.jpg
1	140	281	./CHUV_936504_01.jpg
1	141	282	./CHUV_936527_01.jpg
1	141	283	./CHUV_936528_01.jpg
1	142	284	./CHUV_936534_01.jpg
1	142	285	./CHUV_936537_01.jpg
1	143	286	./CHUV_936539_01.jpg
1	143	287	./CHUV_936542_01.jpg
1	144	288	./CHUV_936576_01.jpg
1	144	289	./CHUV_936931_01.jpg
1	145	290	./CHUV_939060_01.jpg
1	145	291	./CHUV_939062_01.jpg
1	146	292	./CHUV_939313_01.jpg
1	146	293	./CHUV_941211_01.jpg
1	147	294	./CHUV_942955_01.jpg
1	147	295	./CHUV_944162_01.jpg
1	148	296	./CHUV_945819_01.jpg
1	148	297	./CHUV_946643_01.jpg
1	149	298	./CHUV_952100_01.jpg
1	149	299	./CHUV_952868_01.jpg
1	150	300	./CHUV_953482_01.jpg
1	150	301	./CHUV_955695_01.jpg
1	151	302	./CHUV_958630_01.jpg
1	151	303	./CHUV_967444_01.jpg
1	152	304	./CHUV_969214_01.jpg
1	152	305	./CHUV_973076_01.jpg
1	153	306	./CHUV_974206_01.jpg
