product_id	carac_id	poids	valeur
261363	977	1.0	SONDE FOLEY BIOCATH 14
261363	995	1.0	126150
261363	1012	1.0	2265.14
261363	993	1.0	
261363	1011	1.0	
261363	1047	1.0	
261363	989	1.0	
261363	957	1.0	
261363	961	1.0	
261363	965	1.0	
261363	987	1.0	
261363	986	1.0	
261363	988	1.0	
261363	1019	1.0	
258067	978	1.0	
258067	977	1.0	
258067	995	1.0	
258067	1012	1.0	
258067	993	1.0	
258067	1011	1.0	
258067	1047	1.0	
258067	989	1.0	
258067	957	1.0	
258067	961	1.0	
258067	965	1.0	
258067	987	1.0	
258067	986	1.0	
258067	988	1.0	
258067	1019	1.0	
261364	978	1.0	SONDE FOLEY BIOCATH 16
261364	977	1.0	SONDE FOLEY BIOCATH 16
261364	995	1.0	126150
261364	1012	1.0	2265.16
261364	993	1.0	
261364	1011	1.0	
261364	1047	1.0	
261364	989	1.0	
261364	957	1.0	
261364	961	1.0	
261364	965	1.0	
261364	987	1.0	
261364	986	1.0	
261364	988	1.0	
261364	1019	1.0	
258068	978	1.0	
258068	977	1.0	
258068	995	1.0	
258068	1012	1.0	
258068	993	1.0	
258068	1011	1.0	
258068	1047	1.0	
258068	989	1.0	
258068	957	1.0	
258068	961	1.0	
258068	965	1.0	
258068	987	1.0	
258068	986	1.0	
258068	988	1.0	
258068	1019	1.0	
261365	978	1.0	SONDE FOLEY BIOCATH 18
261365	977	1.0	SONDE FOLEY BIOCATH 18
261365	995	1.0	126150
261365	1012	1.0	2265.18
261365	993	1.0	
261365	1011	1.0	
261365	1047	1.0	
261365	989	1.0	
261365	957	1.0	
261365	961	1.0	
261365	965	1.0	
261365	987	1.0	
261365	986	1.0	
261365	988	1.0	
261365	1019	1.0	
258069	978	1.0	
258069	977	1.0	
258069	995	1.0	
258069	1012	1.0	
258069	993	1.0	
258069	1011	1.0	
258069	1047	1.0	
258069	989	1.0	
258069	957	1.0	
258069	961	1.0	
258069	965	1.0	
258069	987	1.0	
258069	986	1.0	
258069	988	1.0	
258069	1019	1.0	
261366	978	1.0	SONDE FOLEY BIOCATH 20
261366	977	1.0	SONDE FOLEY BIOCATH 20
261366	995	1.0	126150
261366	1012	1.0	2265.20
261366	993	1.0	
261366	1011	1.0	
261366	1047	1.0	
261366	989	1.0	
261366	957	1.0	
261366	961	1.0	
261366	965	1.0	
261366	987	1.0	
261366	986	1.0	
261366	988	1.0	
261366	1019	1.0	
263881	978	1.0	
263881	977	1.0	
263881	995	1.0	
263881	1012	1.0	
263881	993	1.0	
263881	1011	1.0	
263881	1047	1.0	
263881	989	1.0	
263881	957	1.0	
263881	961	1.0	
263881	965	1.0	
263881	987	1.0	
263881	986	1.0	
263881	988	1.0	
263881	1019	1.0	
263882	978	1.0	StatLock CV Plus, dispositif de stabilisation de c
263882	977	1.0	StatLock CV Plus
263882	995	1.0	126150
263882	1012	1.0	CV0220CE
263882	993	1.0	
263882	1011	1.0	
263882	1047	1.0	
263882	989	1.0	
263882	957	1.0	
263882	961	1.0	
263882	965	1.0	
263882	987	1.0	
263882	986	1.0	
263882	988	1.0	
263882	1019	1.0	
258070	978	1.0	
258070	977	1.0	
258070	995	1.0	
258070	1012	1.0	
258070	993	1.0	
258070	1011	1.0	
258070	1047	1.0	
258070	989	1.0	
258070	957	1.0	
258070	961	1.0	
258070	965	1.0	
258070	987	1.0	
258070	986	1.0	
258070	988	1.0	
258070	1019	1.0	
261367	978	1.0	Marqueur 17G 10cm Coil ULTRACLIP BARD rose pce
261367	977	1.0	Marqueur 17G 10cm Coil ULTRACLIP BARD rose pce
261367	995	1.0	126150
261367	1012	1.0	864017D
261367	993	1.0	
261367	1011	1.0	
261367	1047	1.0	
261367	989	1.0	Stéréotaxie Sénologie Aiguille
261367	957	1.0	
261367	961	1.0	rose
261367	965	1.0	17G 10cm
261367	987	1.0	
261367	986	1.0	Bard
261367	988	1.0	
261367	1019	1.0	
258071	978	1.0	
258071	977	1.0	
258071	995	1.0	
258071	1012	1.0	
258071	993	1.0	
258071	1011	1.0	
258071	1047	1.0	
258071	989	1.0	
258071	957	1.0	
258071	961	1.0	
258071	965	1.0	
258071	987	1.0	
258071	986	1.0	
258071	988	1.0	
258071	1019	1.0	
261368	978	1.0	Valve Flip Flo (Robinet pour sonde)
261368	977	1.0	Valve Flip Flo
261368	995	1.0	126150
261368	1012	1.0	BFF 20
261368	993	1.0	
261368	1011	1.0	
261368	1047	1.0	
261368	989	1.0	
261368	957	1.0	
261368	961	1.0	
261368	965	1.0	
261368	987	1.0	
261368	986	1.0	
261368	988	1.0	
261368	1019	1.0	
258072	978	1.0	
258072	977	1.0	
258072	995	1.0	
258072	1012	1.0	
258072	993	1.0	
258072	1011	1.0	
258072	1047	1.0	
258072	989	1.0	
258072	957	1.0	
258072	961	1.0	
258072	965	1.0	
258072	987	1.0	
258072	986	1.0	
258072	988	1.0	
258072	1019	1.0	
261369	978	1.0	Filtre veine cave fémoral DENALI BARD
261369	977	1.0	Filtre veine cave fémoral DENALI BARD
261369	995	1.0	126150
261369	1012	1.0	DL950F
261369	993	1.0	
261369	1011	1.0	
261369	1047	1.0	
261369	989	1.0	
261369	957	1.0	
261369	961	1.0	
261369	965	1.0	
261369	987	1.0	
261369	986	1.0	
261369	988	1.0	
261369	1019	1.0	
258073	978	1.0	
258073	977	1.0	
258073	995	1.0	
258073	1012	1.0	
258073	993	1.0	
258073	1011	1.0	
258073	1047	1.0	
258073	989	1.0	
258073	957	1.0	
258073	961	1.0	
258073	965	1.0	
258073	987	1.0	
258073	986	1.0	
258073	988	1.0	
258073	1019	1.0	
261370	978	1.0	Guide wire 0.35mm Solo Plus Straight Tip BARD (pce)
261370	977	1.0	Guide wire 0.35mm Solo Plus Straight Tip BARD (pce)
261370	995	1.0	126150
261370	1012	1.0	HW35SS
261370	993	1.0	
261370	1011	1.0	
261370	1047	1.0	
261370	989	1.0	
261370	957	1.0	
261370	961	1.0	
261370	965	1.0	
261370	987	1.0	
261370	986	1.0	Bard
261370	988	1.0	
261370	1019	1.0	
258074	978	1.0	
258074	977	1.0	
258074	995	1.0	
258074	1012	1.0	
258074	993	1.0	
258074	1011	1.0	
258074	1047	1.0	
258074	989	1.0	
258074	957	1.0	
258074	961	1.0	
258074	965	1.0	
258074	987	1.0	
258074	986	1.0	
258074	988	1.0	
258074	1019	1.0	
261371	978	1.0	Seringue p/inflation 30ml 40 ATM PRESTO BARDpc
261371	977	1.0	Seringue p/inflation 30ml 40 ATM PRESTO BARDpc
261371	995	1.0	126150
261371	1012	1.0	ID4030
261371	993	1.0	
261371	1011	1.0	
261371	1047	1.0	
261371	989	1.0	Presto Bard
261371	957	1.0	jusqu'à 40 atm
261371	961	1.0	
261371	965	1.0	30ml
261371	987	1.0	
261371	986	1.0	
261371	988	1.0	
261371	1019	1.0	
267418	978	1.0	
267418	977	1.0	
267418	995	1.0	
267418	1012	1.0	
267418	993	1.0	
267418	1011	1.0	
267418	1047	1.0	
267418	989	1.0	
267418	957	1.0	
267418	961	1.0	
267418	965	1.0	
267418	987	1.0	
267418	986	1.0	
267418	988	1.0	
267418	1019	1.0	
267419	978	1.0	Cathéter PICC-LINE POWERPICC 4FR SL 1 lumen guide 50cm
267419	977	1.0	Cathéter PICC-LINE POWERPICC 4FR SL 1 lumen guide 50cm
267419	995	1.0	126150
267419	1012	1.0	6174118
267419	993	1.0	
267419	1011	1.0	
267419	1047	1.0	
267419	989	1.0	Cathéter Veineux Central PICC-LINE
267419	957	1.0	
267419	961	1.0	
267419	965	1.0	4FR guide 50cm 1 lumière
267419	987	1.0	
267419	986	1.0	
267419	988	1.0	
267419	1019	1.0	
267421	978	1.0	
267421	977	1.0	
267421	995	1.0	
267421	1012	1.0	
267421	993	1.0	
267421	1011	1.0	
267421	1047	1.0	
267421	989	1.0	
267421	957	1.0	
267421	961	1.0	
267421	965	1.0	
267421	987	1.0	
267421	986	1.0	
267421	988	1.0	
267421	1019	1.0	
267422	978	1.0	Cathéter PICC-LINE POWERPICC 4FR SL 1 lumen guide 70cm
267422	977	1.0	Cathéter PICC-LINE POWERPICC 4FR SL 1 lumen guide 70cm
267422	995	1.0	126150
267422	1012	1.0	6174355
267422	993	1.0	
267422	1011	1.0	
267422	1047	1.0	
267422	989	1.0	Cathéter Veineux Central PICC-LINE
267422	957	1.0	
267422	961	1.0	
267422	965	1.0	4FR guide 70cm 1 lumière
267422	987	1.0	
267422	986	1.0	
267422	988	1.0	
267422	1019	1.0	
267777	978	1.0	
267777	977	1.0	
267777	995	1.0	
267777	1012	1.0	
267777	993	1.0	
267777	1011	1.0	
267777	1047	1.0	
267777	989	1.0	
267777	957	1.0	
267777	961	1.0	
267777	965	1.0	
267777	987	1.0	
267777	986	1.0	
267777	988	1.0	
267777	1019	1.0	
267814	978	1.0	Système de fixation P/ PICC et CVC STATLOCK (pce)
267814	977	1.0	Système de fixation 
267814	995	1.0	126150
267814	1012	1.0	PIC0220CE
267814	993	1.0	
267814	1011	1.0	
267814	1047	1.0	
267814	989	1.0	
267814	957	1.0	
267814	961	1.0	
267814	965	1.0	
267814	987	1.0	
267814	986	1.0	
267814	988	1.0	
267814	1019	1.0	
258075	978	1.0	
258075	977	1.0	
258075	995	1.0	
258075	1012	1.0	
258075	993	1.0	
258075	1011	1.0	
258075	1047	1.0	
258075	989	1.0	
258075	957	1.0	
258075	961	1.0	
258075	965	1.0	
258075	987	1.0	
258075	986	1.0	
258075	988	1.0	
258075	1019	1.0	
261372	978	1.0	Applicateur p/FloSeal 0600125 BAXTERpc
261372	977	1.0	Applicateur p/FloSeal 0600125 BAXTERpc
261372	995	1.0	126151
261372	1012	1.0	0600125
261372	993	1.0	
261372	1011	1.0	
261372	1047	1.0	
261372	989	1.0	
261372	957	1.0	
261372	961	1.0	
261372	965	1.0	
261372	987	1.0	
261372	986	1.0	
261372	988	1.0	
261372	1019	1.0	
258076	978	1.0	
258076	977	1.0	
258076	995	1.0	
258076	1012	1.0	
258076	993	1.0	
258076	1011	1.0	
258076	1047	1.0	
258076	989	1.0	
258076	957	1.0	
258076	961	1.0	
258076	965	1.0	
258076	987	1.0	
258076	986	1.0	
258076	988	1.0	
258076	1019	1.0	
261373	978	1.0	Kit p/dialyse Prismaflex  ST150 HOSPAL
261373	977	1.0	Kit dialyse Prismaflex  ST150 HOSPAL
261373	995	1.0	126151
261373	1012	1.0	107640
261373	993	1.0	
261373	1011	1.0	
261373	1047	1.0	
261373	989	1.0	
261373	957	1.0	
261373	961	1.0	
261373	965	1.0	
261373	987	1.0	
261373	986	1.0	Hospal
261373	988	1.0	
261373	1019	1.0	
258077	978	1.0	
258077	977	1.0	
258077	995	1.0	
258077	1012	1.0	
258077	993	1.0	
258077	1011	1.0	
258077	1047	1.0	
258077	989	1.0	
258077	957	1.0	
258077	961	1.0	
258077	965	1.0	
258077	987	1.0	
258077	986	1.0	
258077	988	1.0	
258077	1019	1.0	
261374	978	1.0	Filtre hémodialyse Evodial 2.2 HOSPAL 1x24
261374	977	1.0	Filtre hémodialyse Evodial 2.2 HOSPAL 1x24
261374	995	1.0	126151
261374	1012	1.0	110651
261374	993	1.0	
261374	1011	1.0	
261374	1047	1.0	
261374	989	1.0	
261374	957	1.0	
261374	961	1.0	
261374	965	1.0	
261374	987	1.0	
261374	986	1.0	
261374	988	1.0	
261374	1019	1.0	
258078	978	1.0	
258078	977	1.0	
258078	995	1.0	
258078	1012	1.0	
258078	993	1.0	
258078	1011	1.0	
258078	1047	1.0	
258078	989	1.0	
258078	957	1.0	
258078	961	1.0	
258078	965	1.0	
258078	987	1.0	
258078	986	1.0	
258078	988	1.0	
258078	1019	1.0	
261375	978	1.0	Filtre hémodialyse Evodial 1.6 HOSPAL 1x24
261375	977	1.0	Filtre hémodialyse Evodial 1.6 HOSPAL 1x24
261375	995	1.0	126151
261375	1012	1.0	110652
261375	993	1.0	
261375	1011	1.0	
261375	1047	1.0	
261375	989	1.0	
261375	957	1.0	
261375	961	1.0	
261375	965	1.0	
261375	987	1.0	
261375	986	1.0	Hospal
261375	988	1.0	
261375	1019	1.0	
258079	978	1.0	
258079	977	1.0	
258079	995	1.0	
258079	1012	1.0	
258079	993	1.0	
258079	1011	1.0	
258079	1047	1.0	
258079	989	1.0	
258079	957	1.0	
258079	961	1.0	
258079	965	1.0	
258079	987	1.0	
258079	986	1.0	
258079	988	1.0	
258079	1019	1.0	
261376	978	1.0	Filtre dialyse Revaclear 300
261376	977	1.0	Filtre dialyse Revaclear 300
261376	995	1.0	126151
261376	1012	1.0	114745
261376	993	1.0	
261376	1011	1.0	
261376	1047	1.0	
261376	989	1.0	
261376	957	1.0	
261376	961	1.0	
261376	965	1.0	
261376	987	1.0	
261376	986	1.0	
261376	988	1.0	
261376	1019	1.0	
258080	978	1.0	
258080	977	1.0	
258080	995	1.0	
258080	1012	1.0	
258080	993	1.0	
258080	1011	1.0	
258080	1047	1.0	
258080	989	1.0	
258080	957	1.0	
258080	961	1.0	
258080	965	1.0	
258080	987	1.0	
258080	986	1.0	
258080	988	1.0	
258080	1019	1.0	
261377	978	1.0	FloSeal Applicateur malléable + sécable, 14 cm, 6 p.
261377	977	1.0	FloSeal Applicateur malléable + sécable, 14 cm, 6 p.
261377	995	1.0	126151
261377	1012	1.0	1502186
261377	993	1.0	
261377	1011	1.0	
261377	1047	1.0	
261377	989	1.0	
261377	957	1.0	
261377	961	1.0	
261377	965	1.0	14 cm
261377	987	1.0	
261377	986	1.0	
261377	988	1.0	
261377	1019	1.0	
258081	978	1.0	
258081	977	1.0	
258081	995	1.0	
258081	1012	1.0	
258081	993	1.0	
258081	1011	1.0	
258081	1047	1.0	
258081	989	1.0	
258081	957	1.0	
258081	961	1.0	
258081	965	1.0	
258081	987	1.0	
258081	986	1.0	
258081	988	1.0	
258081	1019	1.0	
261378	978	1.0	Poche avec vidange, 5L SP-414 p/PRISMA FLEX, 1x50
261378	977	1.0	Poche avec vidange, 5L SP-414 PRISMA FLEX, 1x50
261378	995	1.0	126151
261378	1012	1.0	6032957
261378	993	1.0	
261378	1011	1.0	
261378	1047	1.0	
261378	989	1.0	
261378	957	1.0	
261378	961	1.0	
261378	965	1.0	
261378	987	1.0	
261378	986	1.0	
261378	988	1.0	
261378	1019	1.0	
258082	978	1.0	
258082	977	1.0	
258082	995	1.0	
258082	1012	1.0	
258082	993	1.0	
258082	1011	1.0	
258082	1047	1.0	
258082	989	1.0	
258082	957	1.0	
258082	961	1.0	
258082	965	1.0	
258082	987	1.0	
258082	986	1.0	
258082	988	1.0	
258082	1019	1.0	
261379	978	1.0	Solution DPCA double poche physioneal 1,36% 1500ml 1x6
261379	977	1.0	Solution DPCA double poche
261379	995	1.0	126151
261379	1012	1.0	B5246G
261379	993	1.0	
261379	1011	1.0	
261379	1047	1.0	
261379	989	1.0	
261379	957	1.0	
261379	961	1.0	
261379	965	1.0	1500ml
261379	987	1.0	
261379	986	1.0	
261379	988	1.0	
261379	1019	1.0	
258083	978	1.0	
258083	977	1.0	
258083	995	1.0	
258083	1012	1.0	
258083	993	1.0	
258083	1011	1.0	
258083	1047	1.0	
258083	989	1.0	
258083	957	1.0	
258083	961	1.0	
258083	965	1.0	
258083	987	1.0	
258083	986	1.0	
258083	988	1.0	
258083	1019	1.0	
261380	978	1.0	Solution DPCA dble poche extraneal 2000ml 1x5
261380	977	1.0	Solution DPCA dble poche
261380	995	1.0	126151
261380	1012	1.0	B5268
261380	993	1.0	
261380	1011	1.0	
261380	1047	1.0	
261380	989	1.0	
261380	957	1.0	
261380	961	1.0	
261380	965	1.0	2000ml
261380	987	1.0	
261380	986	1.0	
261380	988	1.0	
261380	1019	1.0	
258084	978	1.0	
258084	977	1.0	
258084	995	1.0	
258084	1012	1.0	
258084	993	1.0	
258084	1011	1.0	
258084	1047	1.0	
258084	989	1.0	
258084	957	1.0	
258084	961	1.0	
258084	965	1.0	
258084	987	1.0	
258084	986	1.0	
258084	988	1.0	
258084	1019	1.0	
261381	978	1.0	Solution DPCA dble poche physioneal 1,36% 2000ml  1x5poches
261381	977	1.0	Solution DPCA
261381	995	1.0	126151
261381	1012	1.0	CTPB5260
261381	993	1.0	
261381	1011	1.0	
261381	1047	1.0	
261381	989	1.0	
261381	957	1.0	
261381	961	1.0	
261381	965	1.0	2000ml
261381	987	1.0	
261381	986	1.0	
261381	988	1.0	
261381	1019	1.0	
258085	978	1.0	
258085	977	1.0	
258085	995	1.0	
258085	1012	1.0	
258085	993	1.0	
258085	1011	1.0	
258085	1047	1.0	
258085	989	1.0	
258085	957	1.0	
258085	961	1.0	
258085	965	1.0	
258085	987	1.0	
258085	986	1.0	
258085	988	1.0	
258085	1019	1.0	
261382	978	1.0	Solution physioneal 40 gluc. 1.36ca1.25 2500ml  BAXTER 4pces
261382	977	1.0	Solution physioneal
261382	995	1.0	126151
261382	1012	1.0	CTPB5291
261382	993	1.0	
261382	1011	1.0	
261382	1047	1.0	
261382	989	1.0	
261382	957	1.0	
261382	961	1.0	
261382	965	1.0	2500ml
261382	987	1.0	
261382	986	1.0	Baxter
261382	988	1.0	
261382	1019	1.0	
258086	978	1.0	
258086	977	1.0	
258086	995	1.0	
258086	1012	1.0	
258086	993	1.0	
258086	1011	1.0	
258086	1047	1.0	
258086	989	1.0	
258086	957	1.0	
258086	961	1.0	
258086	965	1.0	
258086	987	1.0	
258086	986	1.0	
258086	988	1.0	
258086	1019	1.0	
261383	978	1.0	Fast flow set d'irrigation en Y, débit rapide 167.6 cm
261383	977	1.0	Fast flow set d'irrigation  Y
261383	995	1.0	126151
261383	1012	1.0	EMC4015N
261383	993	1.0	
261383	1011	1.0	
261383	1047	1.0	
261383	989	1.0	
261383	957	1.0	
261383	961	1.0	
261383	965	1.0	167.6 cm
261383	987	1.0	
261383	986	1.0	
261383	988	1.0	
261383	1019	1.0	
258087	978	1.0	
258087	977	1.0	
258087	995	1.0	
258087	1012	1.0	
258087	993	1.0	
258087	1011	1.0	
258087	1047	1.0	
258087	989	1.0	
258087	957	1.0	
258087	961	1.0	
258087	965	1.0	
258087	987	1.0	
258087	986	1.0	
258087	988	1.0	
258087	1019	1.0	
261384	978	1.0	Cathéter D.s/clavier 12FRx15cm 3 lum GAMCATH
261384	977	1.0	Cathéter D.s/clavier 12FRx15cm 3 lum GAMCATH
261384	995	1.0	126151
261384	1012	1.0	GTK1215
261384	993	1.0	
261384	1011	1.0	
261384	1047	1.0	
261384	989	1.0	
261384	957	1.0	
261384	961	1.0	
261384	965	1.0	
261384	987	1.0	
261384	986	1.0	
261384	988	1.0	Gamcath
261384	1019	1.0	
258088	978	1.0	
258088	977	1.0	
258088	995	1.0	
258088	1012	1.0	
258088	993	1.0	
258088	1011	1.0	
258088	1047	1.0	
258088	989	1.0	
258088	957	1.0	
258088	961	1.0	
258088	965	1.0	
258088	987	1.0	
258088	986	1.0	
258088	988	1.0	
258088	1019	1.0	
261385	978	1.0	Sac drainage 2 poches 15 l
261385	977	1.0	Sac drainage 2 poches 15 l
261385	995	1.0	126151
261385	1012	1.0	R5C4145P
261385	993	1.0	
261385	1011	1.0	
261385	1047	1.0	
261385	989	1.0	
261385	957	1.0	
261385	961	1.0	
261385	965	1.0	15 l
261385	987	1.0	
261385	986	1.0	
261385	988	1.0	
261385	1019	1.0	
258089	978	1.0	
258089	977	1.0	
258089	995	1.0	
258089	1012	1.0	
258089	993	1.0	
258089	1011	1.0	
258089	1047	1.0	
258089	989	1.0	
258089	957	1.0	
258089	961	1.0	
258089	965	1.0	
258089	987	1.0	
258089	986	1.0	
258089	988	1.0	
258089	1019	1.0	
261386	978	1.0	Duplo Tip Aiguille double lumière, pointe arrondie, 20G,
261386	977	1.0	Duplo Tip Aiguille double lumière, pointe arrondie, 20G,
261386	995	1.0	126151
261386	1012	1.0	SA 374003
261386	993	1.0	
261386	1011	1.0	
261386	1047	1.0	
261386	989	1.0	
261386	957	1.0	
261386	961	1.0	
261386	965	1.0	
261386	987	1.0	
261386	986	1.0	
261386	988	1.0	
261386	1019	1.0	
258090	978	1.0	
258090	977	1.0	
258090	995	1.0	
258090	1012	1.0	
258090	993	1.0	
258090	1011	1.0	
